Month_id,Origin,0
2004-11,IAH,16314
2004-11,LAS,13080
2004-11,LAX,18859
2004-11,LGA,10369
2004-11,MSP,11421
2004-11,ORD,28066
2004-11,PHL,11305
2004-11,PHX,13863
2004-11,SEA,8296
2004-11,SFO,9975
2004-11,SLC,11106
2004-11,STL,5146
2004-12,ATL,34582
2004-12,BOS,10505
2004-12,CLT,9437
2004-12,CVG,15389
2004-12,DEN,12794
2004-12,DFW,27620
2004-12,DTW,11773
2004-12,EWR,12834
2004-12,IAH,17500
2004-12,LAS,13446
2004-12,LAX,19423
2004-12,LGA,10201
2004-12,MSP,11726
2004-12,ORD,28421
2004-12,PHL,11399
2004-12,PHX,14459
2004-12,SEA,8569
2004-12,SFO,10295
2004-12,SLC,11564
2004-12,STL,5272
